5,0200	-0,603
5,0400	-0,591
5,0600	-0,575
5,0800	-0,556
5,1000	-0,534
5,1200	-0,509
5,1400	-0,482
5,1600	-0,451
5,1800	-0,419
5,2000	-0,383
5,2200	-0,347
5,2400	-0,308
5,2600	-0,269
5,2800	-0,226
5,3000	-0,184
5,3200	-0,141
5,3400	-0,097
5,3600	-0,053
5,3800	-0,008
5,4000	0,036
5,4200	0,080
5,4400	0,124
5,4600	0,165
5,4800	0,207
5,5000	0,248
5,5200	0,286
5,5400	0,324
5,5600	0,358
5,5800	0,391
5,6000	0,423
5,6200	0,449
5,6400	0,476
5,6600	0,498
5,6800	0,518
5,7000	0,536
5,7200	0,548
5,7400	0,559
5,7600	0,567
5,7800	0,572
5,8000	0,573
5,8200	0,572
5,8400	0,565
5,8600	0,558
5,8800	0,547
5,9000	0,533
5,9200	0,515
5,9400	0,496
5,9600	0,473
5,9800	0,448
6,0000	0,421
6,0200	0,391
6,0400	0,360
6,0600	0,327
6,0800	0,292
6,1000	0,254
6,1200	0,217
6,1400	0,178
6,1600	0,138
6,1800	0,099
6,2000	0,058
6,2200	0,017
6,2400	-0,024
6,2600	-0,064
6,2800	-0,105
6,3000	-0,145
6,3200	-0,182
6,3400	-0,220
6,3600	-0,258
6,3800	-0,292
6,4000	-0,325
6,4200	-0,357
6,4400	-0,385
6,4600	-0,412
6,4800	-0,437
6,5000	-0,459
6,5200	-0,478
6,5400	-0,493
6,5600	-0,507
6,5800	-0,517
6,6000	-0,525
6,6200	-0,528
6,6400	-0,529
6,6600	-0,529
6,6800	-0,525
6,7000	-0,517
6,7200	-0,507
6,7400	-0,493
6,7600	-0,478
6,7800	-0,459
6,8000	-0,438
6,8200	-0,416
6,8400	-0,391
6,8600	-0,363
6,8800	-0,335
6,9000	-0,303
6,9200	-0,272
6,9400	-0,237
6,9600	-0,203
6,9800	-0,168
7,0000	-0,130
7,0200	-0,093
7,0400	-0,055
7,0600	-0,017
7,0800	0,019
7,1000	0,057
7,1200	0,094
7,1400	0,129
7,1600	0,165
7,1800	0,199
7,2000	0,232
7,2200	0,264
7,2400	0,294
7,2600	0,322
7,2800	0,347
7,3000	0,372
7,3200	0,393
7,3400	0,413
7,3600	0,430
7,3800	0,445
7,4000	0,457
7,4200	0,467
7,4400	0,473
7,4600	0,478
7,4800	0,479
7,5000	0,479
7,5200	0,474
7,5400	0,468
7,5600	0,459
7,5800	0,448
7,6000	0,434
7,6200	0,418
7,6400	0,399
7,6600	0,379
7,6800	0,357
7,7000	0,333
7,7200	0,308
7,7400	0,280
7,7600	0,251
7,7800	0,220
7,8000	0,188
7,8200	0,157
7,8400	0,124
7,8600	0,090
7,8800	0,057
7,9000	0,022
7,9200	-0,011
7,9400	-0,046
7,9600	-0,080
7,9800	-0,112
8,0000	-0,145
8,0200	-0,176
8,0400	-0,207
8,0600	-0,236
8,0800	-0,264
8,1000	-0,289
8,1200	-0,314
8,1400	-0,338
8,1600	-0,358
8,1800	-0,375
8,2000	-0,393
8,2200	-0,407
8,2400	-0,418
8,2600	-0,427
8,2800	-0,434
8,3000	-0,438
8,3200	-0,440
8,3400	-0,440
8,3600	-0,437
8,3800	-0,430
8,4000	-0,423
8,4200	-0,413
8,4400	-0,401
8,4600	-0,385
8,4800	-0,369
8,5000	-0,350
8,5200	-0,330
8,5400	-0,308
8,5600	-0,284
8,5800	-0,259
8,6000	-0,232
8,6200	-0,206
8,6400	-0,176
8,6600	-0,148
8,6800	-0,118
8,7000	-0,086
8,7200	-0,057
8,7400	-0,025
8,7600	0,006
8,7800	0,036
8,8000	0,066
8,8200	0,096
8,8400	0,126
8,8600	0,152
8,8800	0,181
8,9000	0,206
8,9200	0,231
8,9400	0,254
8,9600	0,276
8,9800	0,295
9,0000	0,314
9,0200	0,330
9,0400	0,346
9,0600	0,357
9,0800	0,366
9,1000	0,375
9,1200	0,380
9,1400	0,385
9,1600	0,385
9,1800	0,385
9,2000	0,382
9,2200	0,377
9,2400	0,371
9,2600	0,360
9,2800	0,349
9,3000	0,336
9,3200	0,322
9,3400	0,306
9,3600	0,289
9,3800	0,269
9,4000	0,248
9,4200	0,226
9,4400	0,203
9,4600	0,179
9,4800	0,154
9,5000	0,127
9,5200	0,102
9,5400	0,075
9,5600	0,047
9,5800	0,020
9,6000	-0,006
9,6200	-0,035
9,6400	-0,061
9,6600	-0,086
9,6800	-0,113
9,7000	-0,138
9,7200	-0,162
9,7400	-0,185
9,7600	-0,207
9,7800	-0,229
9,8000	-0,248
9,8200	-0,267
9,8400	-0,283
9,8600	-0,298
9,8800	-0,311
9,9000	-0,322
9,9200	-0,331
9,9400	-0,339
9,9600	-0,344
9,9800	-0,347
10,0000	-0,349
10,0200	-0,349
10,0400	-0,346
10,0600	-0,341
10,0800	-0,335
10,1000	-0,327
10,1200	-0,316
10,1400	-0,305
10,1600	-0,292
10,1800	-0,276
10,2000	-0,261
10,2200	-0,243
10,2400	-0,225
10,2600	-0,204
10,2800	-0,184
10,3000	-0,162
10,3200	-0,138
10,3400	-0,116
10,3600	-0,093
10,3800	-0,068
10,4000	-0,044
